date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:11:51	30943/30943	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Aug%202023%2006:06:16%20GMT	https://dotcompatterns.files.wordpress.com/2023/08/pexels-cottonbro-studio-6739695.jpg?w=640	D:/HMI/dotcompatterns.files.wordpress.com/2023/08/pexels-cottonbro-studio-673969573d9.jpg	(from https://hmi77.wordpress.com/)
12:11:52	22331/22331	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Aug%202023%2006:06:25%20GMT	https://dotcompatterns.files.wordpress.com/2023/08/pexels-cottonbro-studio-6739693.jpg?w=640	D:/HMI/dotcompatterns.files.wordpress.com/2023/08/pexels-cottonbro-studio-673969373d9.jpg	(from https://hmi77.wordpress.com/)
12:11:56	29237/29237	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Aug%202023%2006:06:34%20GMT	https://dotcompatterns.files.wordpress.com/2023/08/pexels-cottonbro-studio-6739704.jpg?w=640	D:/HMI/dotcompatterns.files.wordpress.com/2023/08/pexels-cottonbro-studio-673970473d9.jpg	(from https://hmi77.wordpress.com/)
12:11:56	52158/52158	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Aug%202023%2009:43:54%20GMT	https://dotcompatterns.files.wordpress.com/2023/08/pexels-karolina-grabowska-6805394-edited.jpg	D:/HMI/dotcompatterns.files.wordpress.com/2023/08/pexels-karolina-grabowska-6805394-edited.jpg	(from https://hmi77.wordpress.com/)
12:11:57	87763/87763	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Aug%202023%2009:40:33%20GMT	https://dotcompatterns.files.wordpress.com/2023/08/pexels-karolina-grabowska-6805517.jpg?w=1022	D:/HMI/dotcompatterns.files.wordpress.com/2023/08/pexels-karolina-grabowska-68055177897.jpg	(from https://hmi77.wordpress.com/)
12:11:57	120833/120833	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Aug%202023%2009:40:44%20GMT	https://dotcompatterns.files.wordpress.com/2023/08/pexels-karolina-grabowska-6825572-1.jpg?w=853	D:/HMI/dotcompatterns.files.wordpress.com/2023/08/pexels-karolina-grabowska-6825572-1ff21.jpg	(from https://hmi77.wordpress.com/)
12:11:57	50334/50334	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Aug%202023%2009:40:38%20GMT	https://dotcompatterns.files.wordpress.com/2023/08/pexels-karolina-grabowska-4203100.jpg?w=1024	D:/HMI/dotcompatterns.files.wordpress.com/2023/08/pexels-karolina-grabowska-42031002dff.jpg	(from https://hmi77.wordpress.com/)
12:11:57	77346/77346	---M--	200	added ('OK')	image/jpeg	date:Thu,%2031%20Aug%202023%2009:42:02%20GMT	https://dotcompatterns.files.wordpress.com/2023/08/pexels-karolina-grabowska-6805419.jpg?w=1024	D:/HMI/dotcompatterns.files.wordpress.com/2023/08/pexels-karolina-grabowska-68054192dff.jpg	(from https://hmi77.wordpress.com/)
12:11:59	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Dec%202023%2005:11:57%20GMT	http://0.gravatar.com/js/hovercards/hovercards.min.js?ver=202350131f6b765e798866d728f95661b78bbf269c86482ffff0fa8c08e18a1a65cc89	D:/HMI/0.gravatar.com/js/hovercards/hovercards.min.1443aa.delayed	(from https://hmi77.wordpress.com/)
12:12:00	12957/12957	---MCZ	200	added ('OK')	application/javascript	etag:W/%226565ef70-329d%22	https://0.gravatar.com/js/hovercards/hovercards.min.js?ver=202350131f6b765e798866d728f95661b78bbf269c86482ffff0fa8c08e18a1a65cc89	D:/HMI/0.gravatar.com/js/hovercards/hovercards.min43aa.js	(from https://hmi77.wordpress.com/)
12:12:01	655/655	---MCZ	200	added ('OK')	application/javascript	etag:W/1125-1684465158518.6208	https://s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1610363240i	D:/HMI/s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohoe8bd.js	(from https://hmi77.wordpress.com/)
12:12:01	8203/8203	---M--	200	added ('OK')	image/png	etag:%226466e530-200b%22	https://s2.wp.com/i/logo/wpcom-gray-white.png	D:/HMI/s2.wp.com/i/logo/wpcom-gray-white.png	(from https://hmi77.wordpress.com/)
12:12:02	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2011%20Dec%202023%2005:12:02%20GMT	https://hmi77.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/creatio-2//home	D:/HMI/hmi77.wordpress.com/wp-admin/site-editor.1864f3.delayed	(from https://hmi77.wordpress.com/)
12:12:03	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2011%20Dec%202023%2005:12:03%20GMT	https://hmi77.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fhmi77.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Fcreatio-2%2F%2Fhome&reauth=1	D:/HMI/hmi77.wordpress.com/wp-login83f7.php	(from https://hmi77.wordpress.com/)
12:12:03	15354/15354	---MCZ	200	added ('OK')	text/css	etag:W/18162-1700658725912.108	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.css?v=20231122	D:/HMI/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar4dc1.css	(from https://hmi77.wordpress.com/)
12:12:04	8426/8426	---MCZ	200	added ('OK')	application/javascript	etag:W/15307-1700657605824.8071	https://s0.wp.com/wp-content/mu-plugins/actionbar/actionbar.js?v=20231122	D:/HMI/s0.wp.com/wp-content/mu-plugins/actionbar/actionbar4dc1.js	(from https://hmi77.wordpress.com/)
12:12:05	11119/11119	---MCZ	200	added ('OK')	application/javascript	etag:W/11154-1701936235829.4453	http://stats.wp.com/w.js?65	D:/HMI/stats.wp.com/wfc49.js	(from https://hmi77.wordpress.com/)
12:12:05	421/421	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2011%20Dec%202023%2005:12:04%20GMT	https://hmi77.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	D:/HMI/hmi77.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://hmi77.wordpress.com/)
12:12:05	43/43	---M--	200	added ('OK')	image/gif	date:Mon,%2011%20Dec%202023%2005:12:05%20GMT	https://pixel.wp.com/b.gif?v=noscript	D:/HMI/pixel.wp.com/b0b80.gif	(from https://hmi77.wordpress.com/)
12:12:06	416/416	---MCZ	200	added ('OK')	text/plain	date:Mon,%2011%20Dec%202023%2005:12:06%20GMT	https://s1.wp.com/robots.txt		(from https://hmi77.wordpress.com/)
12:12:07	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2011%20Dec%202023%2005:12:07%20GMT	https://hmi77.wordpress.com/wp-admin/site-editor.php?postType=wp_template&postId=pub/creatio-2//page	D:/HMI/hmi77.wordpress.com/wp-admin/site-editor.1f26fc.delayed	(from https://hmi77.wordpress.com/tentang/)
12:12:07	850/850	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22691d1406d700c2d03d362fdee4c482c7%22	https://hmi77.wordpress.com/tentang/feed/	D:/HMI/hmi77.wordpress.com/tentang/feed/index.html	(from https://hmi77.wordpress.com/tentang/)
12:12:08	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2011%20Dec%202023%2005:12:07%20GMT	https://hmi77.wordpress.com/wp-login.php?redirect_to=https%3A%2F%2Fhmi77.wordpress.com%2Fwp-admin%2Fsite-editor.php%3FpostType%3Dwp_template%26postId%3Dpub%2Fcreatio-2%2F%2Fpage&reauth=1	D:/HMI/hmi77.wordpress.com/wp-login67c9.php	(from https://hmi77.wordpress.com/tentang/)
12:12:08	9703/9703	---MCZ	200	added ('OK')	application/javascript	etag:W/21769-1684465148282.621	https://s1.wp.com/wp-content/mu-plugins/comment-likes/js/comment-likes.js?m=1637585230i	D:/HMI/s1.wp.com/wp-content/mu-plugins/comment-likes/js/comment-likes9835.js	(from https://hmi77.wordpress.com/tentang/)
